Pt,mir-5029,mir-4440,mir-703,mir-4856,mir-3696,mir-7110,mir-8846,mir-1445,mir-5712,mir-9598,mir-3131,mir-4528,mir-2532,mir-1221,mir-4792,mir-6169,mir-6730,mir-3880,mir-4395,mir-4201,mir-4087,mir-1585,mir-1109,mir-2270,mir-7337,mir-7369,mir-6503,mir-7346,mir-6376,mir-1321,mir-5483,mir-6530,mir-1807,mir-3630,mir-7478,mir-5578,mir-259,mir-3562,mir-9636,mir-9626,mir-3660,mir-5945,mir-7485,mir-3225,mir-4423,mir-6864,mir-440,mir-158,mir-3384,mir-2116,mir-3494,mir-732,mir-9681,mir-6764,mir-164,mir-2783,mir-8607,mir-500,mir-6952,mir-8265,mir-1651,mir-231,mir-4497,mir-9842,mir-7986,mir-3371,mir-5693,mir-4934,mir-9780,mir-3823,mir-6866,mir-8165,mir-3400,mir-555,mir-2985,mir-6849,mir-7665,mir-2512,mir-1725,mir-5296,mir-6446,mir-4183,mir-4454,mir-2648,mir-1485,mir-4734,mir-7745,mir-5172,mir-7509,mir-9268,mir-2028,mir-5580,mir-6477,mir-8762,mir-5225,mir-8889,mir-8129,mir-7435,mir-3145,mir-3923,mir-1120,mir-7453,mir-5541,mir-4691,mir-3938,mir-2466,mir-3554,mir-3897
22,1.034318712,0.771854858,0.963510412,0.932942112,0.967202155,1.735649981,1.012120393,1.079520777,1.039836092,0.612317739,0.956235832,1.755820783,1.344729524,1.047591677,0.694539072,0.982966233,0.628254311,1.290780566,0.684467552,1.037062093,0.953047946,1.00957907,0.910985269,0.425628161,0.642506674,1.087633164,1.076878912,1.009156531,0.469406666,0.94510128,1.050554176,0.966389592,0.62378968,0.85963888,1.108940592,0.607358271,0.904919073,0.93585029,0.926768683,1.087927469,0.608699163,0.695186712,2.195464226,2.004415011,1.073551203,0.490291424,0.565306223,1.044136893,0.605790079,1.038552429,0.908039827,1.015133343,1.064263187,0.653820149,1.459432845,0.84379577,0.933351593,1.05859321,0.724221116,1.439659013,1.509379659,1.064663936,1.064661633,1.179304319,1.056116281,1.372568039,0.831563413,1.085996584,2.20942764,1.246474049,1.023789546,0.847823719,1.156680525,0.890173072,0.468150216,1.204411637,0.468975228,1.749112835,1.495695978,1.408771994,1.646508657,1.269507231,1.343025513,0.684172249,0.932536381,0.669832242,1.319532293,1.976932874,1.232545202,1.179194444,1.620424101,1.163928953,1.062405079,0.960757902,1.086321182,0.966223843,1.10637132,0.808560645,0.594962043,1.032530828,0.611711126,1.233156421,1.361441816,0.709844258,1.616519426,1.339871505,0.962913416,0.51817566
24,1.031033607,0.83009528,1.064599737,0.543059029,1.004450668,0.855460977,1.04663945,0.786121286,1.01334488,1.221447788,1.016911422,1.023959519,0.870343752,1.281280063,0.788342913,1.095210758,0.97779482,1.451192015,0.988682234,0.839510033,1.1962297,0.818849769,1.028781828,0.865277916,1.106351851,1.014909699,0.657926409,1.060708824,1.627791042,1.068769937,2.445248981,0.758020391,1.524754951,0.547147563,0.927946353,1.185232979,2.637299415,0.746506078,0.713393421,0.892496181,1.535278532,0.410595731,0.898115939,1.272628424,0.961163923,0.707256224,0.892506113,0.905558242,0.772256201,1.111475529,0.814164492,1.676537166,1.254174397,1.291190064,0.52925177,1.11819176,1.110472743,0.657131299,0.904119877,0.681040735,0.746848421,0.956298969,0.638983051,0.95923251,0.808455996,2.004003006,1.499351136,0.603836487,0.922949706,1.823332507,0.828689244,0.852552438,0.631189318,0.96144122,0.903601666,0.928312923,1.092335955,1.017930514,1.033158269,1.128802847,1.142822221,1.150701638,0.803921207,1.083612572,0.90349447,1.492627592,0.671439337,1.228029788,1.217564716,0.933403109,0.925070778,1.347100154,1.00153983,1.031676081,1.534274759,0.990516822,0.910991265,0.726730122,0.995545241,0.754122333,1.668298038,1.061626047,0.977525258,0.559196641,0.764299269,0.858401314,1.544730236,1.267044408
26,0.877361795,1.186332017,0.922700372,1.282965227,0.877172408,0.871260059,0.933167179,1.552261156,0.915967269,0.684357787,0.899544418,0.424171929,0.846018318,1.083049106,0.532549762,0.863546269,0.71970315,1.184594282,1.053984228,1.363828825,0.980482227,0.560180511,0.979009268,1.917618739,1.10991411,1.132056118,1.141067109,1.064784346,1.461620164,0.997213166,1.144010331,2.108640138,1.273209662,0.909209376,0.510842317,1.27359364,0.410678991,0.698825386,0.562416926,0.459152633,1.368914181,0.689877626,0.640818883,1.546549534,1.27209307,0.673350095,1.040678948,1.083018109,1.333299364,2.121599524,0.78978808,0.742764105,0.630683295,0.651655428,1.042307332,1.926978818,1.132699085,0.846208697,0.620677776,1.311590941,0.650424801,0.507998963,0.792435013,1.06700281,0.697599732,1.15516862,0.45224329,0.760198221,1.368658293,0.616671203,0.435720889,0.879810249,1.705922166,0.748449773,0.619676517,1.276329894,0.917686347,0.511356516,1.38505832,1.349930398,1.260973249,0.524195258,1.272901976,0.567356038,1.586187724,1.186588661,1.361455201,0.646810266,1.000011744,1.049032358,1.179429958,0.772961267,1.130382424,1.002061886,0.539954856,1.081271596,1.087778949,0.822553453,0.753177895,1.323577177,1.464655715,1.053346934,0.577399985,0.787397362,0.584304861,0.90839117,0.709939738,2.597779877
31,1.013987741,0.78036411,0.989598091,0.945062793,1.046374922,1.047995042,1.039819788,1.087571149,1.037551117,1.305376141,1.122317967,1.155991024,2.1204997,1.044865446,1.42679967,0.93845834,0.9495026,1.199885589,0.959064483,1.123137202,1.30870087,0.725757333,0.978828324,0.88082102,1.030168589,0.991281741,0.856037952,0.975600103,1.644352115,1.000181457,0.721797628,0.911766929,0.952114988,1.576836111,1.350588381,0.8274722,1.605375539,0.692082055,0.866458707,0.659265576,1.010815274,0.969909209,0.73622124,1.407607712,0.79334294,1.13831403,1.068753362,0.860442652,1.043913617,1.017347651,0.70081877,1.233428979,2.266736009,0.940094892,0.840601025,0.883534736,0.387116147,1.069506836,0.814019118,0.925759122,1.035765355,0.724420699,1.285401586,0.894564886,0.708855746,1.592669769,1.084259434,1.076695567,0.871128519,1.274830628,0.7125072,1.156902531,0.610807267,1.241714711,0.602968136,0.683781427,1.639623363,0.78495579,1.255177043,1.144839084,1.040708931,0.988434,0.77634619,0.588856709,1.663002091,0.688464911,1.013334888,1.059432012,1.075633931,0.70948408,0.78321042,1.497315112,0.969785718,0.981619653,0.980521239,1.074360503,1.030712966,0.604289399,1.224516216,1.045151902,1.028349529,1.293420695,0.510348447,1.493603355,1.358172347,0.886704945,0.956220848,0.403943478
32,0.91806005,0.902859233,0.963602027,1.554760071,0.916531552,0.489159059,1.037068397,2.262008324,0.994075311,1.462511123,1.109702561,0.734778633,0.7743521,0.645224964,0.604696205,1.093182708,2.118524045,1.091043187,0.946913011,2.196640079,0.62276049,0.958084774,0.983792375,1.348274449,0.594928895,1.190915639,1.46106603,1.300394376,1.467169859,1.005313233,1.862047003,1.523687178,0.910149254,1.31453188,1.03439695,1.083776612,0.791202955,1.068242153,0.917305204,0.801355419,1.313187577,0.661829719,1.125502136,1.312371924,1.128365201,0.976811435,0.823401201,1.205656551,0.917673331,0.880964604,1.22694833,0.70314263,1.284071128,1.38926164,1.464752992,0.94120334,1.013258162,0.83942358,1.000747933,0.713157997,0.666641572,1.357514499,1.290537496,0.952854809,1.849578972,0.723417492,1.019767802,1.49446052,1.550336471,0.503155892,0.807652631,0.908260404,0.842483515,0.703925052,0.956899908,0.5162054,1.220806434,0.543933177,0.857689263,0.824619816,1.001678146,0.849008707,1.454523724,1.168103622,0.878298924,2.015975469,0.946438147,1.040115897,1.490107216,0.655522754,0.817388285,2.390123351,0.982835635,0.984344193,0.850280948,1.989063663,0.875210502,0.765212272,0.729278211,0.849862051,1.049936193,1.34386048,1.756280564,1.60932904,1.290767888,0.905615489,0.673503756,1.143973701
39,1.031707707,0.748646158,1.037742577,1.03374318,1.025700973,1.104216277,1.000965735,1.247765925,1.007676676,1.751458891,0.852251947,0.771255456,1.517377595,1.337359181,1.737591651,1.264436449,1.272791877,0.938729907,1.183513706,1.653738762,2.210716732,1.179729187,1.01805462,0.851782296,0.851881013,1.076533141,0.893212954,1.030157527,2.735582062,1.012970046,1.111968337,0.934034605,1.190021987,1.02231035,0.746940126,1.152670037,2.352011484,1.115091664,1.073842628,0.542970305,1.148915964,0.878310952,0.902181957,1.358151654,1.683489639,2.349464824,0.8809469,1.087176491,1.599145732,1.0245231,0.979530801,1.376893527,0.804564495,0.742280644,1.049854074,1.4305573,0.669695911,0.428688537,2.885753159,1.367322776,1.685002827,1.04497466,1.544122826,1.11285539,0.563065777,0.432937309,1.064033435,0.637290276,1.013089034,1.544092822,1.373473659,0.90252123,1.251521742,2.649442493,1.284853678,0.798106149,1.511739846,1.132112873,1.357458606,0.649869571,1.184983961,0.756331302,0.747589802,1.710778086,0.719580945,0.651768025,0.699060763,1.254655022,0.443436392,1.058334898,0.917928069,1.468960747,1.035030047,0.998201937,1.363387013,0.899678128,1.023063196,1.282435443,0.715952441,0.730500426,0.948518096,1.167643079,1.100565525,0.729363528,1.956910863,0.644889881,1.46481536,1.040624624
40,1.047982107,1.373734523,0.983181774,0.976915982,1.013629942,0.530237308,1.028003452,1.33405768,1.008508125,1.24175656,1.094089357,1.172889019,0.614848617,1.180777455,1.122331095,1.020860511,1.803893831,1.083826506,0.974877368,0.944769821,0.698850738,1.447780562,0.995744062,1.06154511,0.88126532,1.067906079,1.200700184,1.066154416,0.950473207,1.002346271,0.943674944,1.139124721,1.095938746,0.649741705,0.833453173,0.876310958,1.181842243,1.689266293,0.864433153,0.865321154,0.996031927,0.675190429,1.242080876,0.473983501,0.782798186,1.177818687,0.786852687,1.209433458,2.365416675,0.878103732,0.665507901,1.085828037,1.166230445,1.114161296,0.300150206,0.645529369,0.676132551,1.275459913,0.960366963,1.751299081,1.002964654,1.424487116,0.841770027,1.0106753,1.131700522,0.958434804,1.704323786,1.138089522,1.134726575,1.032733411,1.296610555,0.673005519,0.888919369,1.503187398,1.094235759,0.46305443,0.688701562,1.007363982,1.494457969,0.709813582,0.473751549,1.232163057,1.237474755,1.338962654,1.843166592,0.342258522,1.125895538,0.741456183,0.909799815,1.441462219,1.4182917,1.114534988,1.025524892,1.014433361,0.757327152,0.788851668,1.034785467,0.87543129,0.93442257,0.850987966,1.106001432,0.981839341,1.268416375,1.814112753,0.842710766,0.576351157,1.036332763,0.631912941
43,0.879707068,1.392057779,1.037505354,0.777155378,0.930843771,1.992571269,0.960893382,1.526355948,1.007758341,0.709308412,1.174115351,1.647473992,1.73136933,0.908518378,1.031345354,0.858483107,1.841097368,1.234844285,0.933355899,0.914800845,1.046785819,0.668417597,1.066966393,1.475330217,0.698785481,1.20258119,0.778409918,0.908392142,0.958891776,1.11083862,0.857111649,1.17703551,1.135126538,1.201129507,0.731425058,1.016483303,0.841074786,1.166000221,1.039257234,0.377285656,0.219040789,1.239570191,1.561683188,1.417819347,1.060639436,0.610303599,1.260111,0.893242688,0.878152955,1.533689663,1.183949685,0.703658383,0.61592856,1.027777451,1.025262813,0.837590108,0.67360569,0.333381166,1.008144612,1.098280553,0.540147109,0.823768284,1.025583135,1.007302253,0.664150494,0.469116359,0.908495464,1.209165239,0.778740785,0.898457234,0.907172897,1.053292789,1.251374234,1.152700293,1.091417514,0.906609502,0.888647721,0.84370779,1.001539276,0.868990022,0.902353805,1.581397947,2.11811517,1.318341556,0.532700307,2.476222047,1.254703305,1.249901269,1.126745975,0.943771151,0.771600185,0.776162141,1.021562455,0.969098325,1.235557395,1.241364653,0.94532041,1.188568883,0.942022658,0.69666886,1.906207915,1.681165508,1.226509122,1.307468805,0.835127749,1.272362917,0.62330185,0.677940624
44,1.015120503,1.025842911,1.00926479,0.63997946,0.998599989,1.020761319,1.037120644,0.845948653,0.972617015,0.948906408,0.88385136,1.453556821,0.928441087,0.835080078,1.628654417,0.873787172,1.23424716,1.013896286,0.93348049,1.339328179,0.991604213,0.723284003,1.01642129,0.498821855,1.56157826,1.040933308,1.058077868,0.9375,0.91901013,1.014898365,1.972590073,1.223390194,0.815240624,0.780129453,2.517818667,1.012776662,0.588789136,1.429603681,1.799408898,0.693836589,1.349629883,1.444202421,0.833270139,0.877751059,0.759149862,1.266530096,0.797471427,0.664373854,0.799984752,1.154519926,1.783096224,1.490066029,0.918019115,0.886055765,1.690857373,1.038297281,0.688923495,1.139010099,1.347296976,0.783209646,1.319961047,1.12320451,1.048633038,1.139991095,1.190784301,1.346993554,0.780873609,1.012687476,1.455805813,1.102851716,0.682749917,1.138218244,0.543524803,1.196934942,0.585741164,1.135804329,1.012359551,1.500533537,0.498741505,1.116244535,0.868175302,1.042855944,0.735010119,0.939074603,1.228772991,0.949081244,0.478465052,0.97057382,0.562685414,1.431232124,1.178928625,1.354673435,0.957332878,0.970178794,1.448749227,0.714931453,0.996499543,0.718751157,0.47917713,1.786827169,0.80221386,0.777196344,0.731626251,0.986911276,1.354802539,1.155031245,1.3770689,0.451749845
45,0.981150249,0.752230779,0.982329606,0.799812818,0.97053577,0.641614936,0.930887775,1.281201728,1.012888875,1.061254374,0.964183078,0.948020674,1.215692975,0.736340886,1.085839443,0.787368543,1.010343645,0.689976033,0.666418733,1.341799915,0.615897515,1.214263496,1.019379673,2.709482299,0.574945949,1.037149269,0.593523906,0.934505021,0.915679403,1.002770607,0.682218452,0.801568744,0.738278621,1.735144413,1.147066852,1.900856705,0.655186313,0.914851401,1.000986684,0.994768239,0.434212621,1.517209433,1.7839613,0.822356368,0.592437887,0.447870586,1.000158617,1.57957464,1.548404985,2.262204927,3.556265017,0.728669979,0.650905953,0.950374769,2.432307919,0.836064903,0.69727484,1.262190828,0.979775803,1.10043589,0.578728305,0.777971088,0.520977719,1.121144092,0.820475891,1.232513292,1.425959643,0.978201526,0.830505971,1.685421629,0.70575751,1.06443698,1.531816763,0.743731661,1.264537733,0.877774356,0.431210029,2.223743854,1.148882486,1.238953079,1.114104235,1.464875765,0.977357328,1.210002535,0.621759298,0.977073179,0.6622858,1.05156496,0.867142874,0.90703839,1.556004047,2.341597606,1.0358261,0.957426581,0.779311802,0.454315871,0.952992496,1.058268742,1.223210626,1.375731307,0.631697655,0.901631702,1.004381905,0.886068773,0.429093938,0.982334051,1.397126543,0.844418244
102,0.872342673,1.102474737,0.946359494,1.149262109,0.924265029,1.050344048,0.946998958,1.687790415,0.943121329,0.579256968,0.823875011,0.708272819,1.187736055,0.904226215,1.239060962,0.884927445,0.844511585,0.617214836,1.135943288,1.000427978,1.292455763,0.816248615,0.992658103,1.165471516,0.843945184,1.099863997,1.075866593,1.181767457,1.130889879,0.970597083,0.662423928,0.671279106,1.461150717,0.854759059,1.477397041,1.700496117,1.663752101,0.8965817,0.443222436,1.190500785,0.48945138,0.838389545,1.360057456,1.183423626,1.014791916,0.795665238,0.622049362,0.838033225,0.565514589,0.634383085,0.771609518,0.858919207,0.640201715,1.083098733,0.876082101,1.528159128,1.942745981,1.957520103,1.138278412,1.430486822,0.821617958,0.812796801,0.811508547,0.917327317,0.872866941,1.339844362,1.562490154,0.521884533,1.52694876,0.514481691,0.904959778,0.716313924,0.68660811,1.038506791,1.061323146,1.248027262,0.859677043,0.922582446,1.942002234,1.137146568,1.225300155,0.687313396,0.802499466,1.445428876,0.332428393,0.926118066,1.291924802,1.067297865,1.036326726,0.63628152,1.63307915,0.767946012,1.025453129,1.00959366,1.333230469,1.24922956,1.109404774,0.908196626,1.429783128,0.478360044,1.267119167,0.839752987,2.509161368,3.448751156,1.464965929,0.909469204,1.06429022,2.055197809
104,1.113071278,0.456784346,0.991137011,1.422558051,1.029570485,1.661310933,1.047527226,0.934364744,0.980633886,0.598924167,1.610933979,0.612976136,1.420347821,2.173096931,1.159615985,1.319274393,1.677650662,1.315085024,1.164399098,0.608246019,0.359091659,0.823127748,0.962113691,0.781961817,0.497566429,0.938669343,0.850183791,0.91345075,1.528120077,0.960861348,1.298343288,0.94333584,1.413521116,0.912427629,0.773747781,0.749381562,1.640219129,1.243423358,1.182750715,0.565399787,1.656982926,0.490877964,0.731311847,0.862565631,0.515047032,0.896876775,0.852301757,1.22187604,1.592693434,1.042238852,0.816109121,1.034519843,1.134036973,0.981713782,0.701373566,1.149412881,1.785393026,1.301366451,1.986433717,0.570066317,0.800249754,0.807605575,0.4748115,1.055621865,1.707085136,0.922606947,0.770495557,1.179763778,0.801115303,0.472755267,1.70605446,0.780815022,1.517190779,0.877761526,0.966967495,0.580792795,1.764061698,0.965507934,1.620016396,0.693028832,0.746488223,1.09173445,1.254364396,1.002054516,0.514343708,2.790225478,1.269206746,1.019154557,0.453064043,1.001192337,0.820353192,1.140681285,1.032261985,1.026870325,0.750350431,1.00666984,1.07183269,0.98984875,0.566271218,0.979436261,1.230085543,1.174165767,0.77863792,0.768676723,0.99649723,1.060490949,1.540552066,1.053415847
106,1.047124442,1.505798461,1.03369842,0.716275215,1.036947524,1.179005192,1.065556307,0.594534871,1.016397559,0.824598009,1.153485252,0.651255287,0.755642529,1.032135579,1.388866326,0.91705979,1.159814424,1.038760226,0.935542216,0.743036569,0.995731195,0.528678951,1.025578365,0.87813804,1.028406661,1.061431987,1.601979983,1.05532549,1.255579558,1.005975525,1.0235643,0.669334205,0.73753546,0.907863294,0.657366606,1.123487256,0.802843217,1.135516217,1.184127108,1.157324566,1.130222598,1.323222227,1.129555866,0.729611092,0.636736793,1.090488692,1.108015201,2.353001921,2.854978301,0.707882626,0.927137302,1.217148218,1.183295824,1.557598142,0.93222204,0.756898717,1.268957196,0.843681572,0.875494283,0.734963933,0.922001379,0.964656701,1.123663293,0.91822852,0.900585933,0.654826995,1.644237924,1.161293285,0.961134755,0.817018355,1.546681106,0.993733231,1.650007085,1.102532187,1.198881122,0.673578799,0.543371885,1.011404383,1.197655529,0.788023066,1.374629042,0.815736295,0.901315279,1.465630115,0.976803288,0.902282222,0.692788183,1.780770155,1.148636533,0.675086841,1.07053965,1.219867158,0.992749178,0.9497621,0.83146159,0.862401904,1.008408636,0.601735075,1.038841985,0.791240765,0.979758618,1.011765336,1.387043501,1.302894287,0.82613938,0.769817693,0.868611608,1.894760505
108,0.978521213,1.377403997,1.020755569,0.913683245,1.002028867,0.908385378,0.983738104,1.320609492,0.975962444,1.014158538,1.000497528,1.001494921,0.727451501,0.817586253,0.89191787,0.936629394,0.789598854,0.7670043,1.034089742,1.277231007,0.547807812,0.849968306,1.028996512,0.757187288,1.501954167,0.999108193,1.169658638,0.987359276,1.423217017,1.027112762,0.73797961,1.432388591,0.75544157,1.932576633,1.530255083,1.286182276,1.681652361,1.001764922,0.972840786,1.347867745,1.651579155,0.815150353,0.447100532,0.811129619,1.714362663,0.852352001,0.807170238,1.484082044,0.884276167,0.892517826,0.630751047,1.313310773,1.510544632,1.650644495,0.959642413,1.071195921,1.016096543,1.278063227,0.747953561,1.5955204,0.695351668,1.049720332,0.492256892,1.099307723,1.104335106,1.067002314,1.385548149,1.138968532,1.211636243,1.794131885,1.402052738,1.235340017,1.148906125,0.886058688,0.802746433,0.862647975,0.912271251,2.030456287,1.202455284,0.931438504,1.658531164,1.830436479,1.364211848,1.0257897,0.815769411,0.835160773,0.972972184,1.629479564,1.082854111,0.787322257,0.924101496,1.628310106,0.930338908,0.972250815,0.864848368,0.854841702,1.015135626,0.956034998,1.00522204,0.959762427,1.366316957,0.824840743,1.250999069,0.873988566,0.896082657,1.134786611,0.981597558,1.382329003
109,1.043858242,0.419096295,0.919927779,1.25045045,0.970514299,1.020028469,0.941268206,0.805219032,0.905331008,1.211636101,1.917129747,1.491335889,0.564080378,2.259103979,0.659797674,1.41313611,0.565739196,0.885697024,0.930173553,0.846211369,1.284479238,0.99799254,0.996846774,0.984728947,1.033413351,0.922944415,1.483502384,0.990652165,0.491098857,1.059661555,1.73019644,0.559057016,0.778356612,0.988880146,1.773370064,0.5861765,0.547689539,0.852715436,1.125332962,0.643715525,1.378682012,2.385546454,1.584997512,0.982152924,0.821234627,0.73452418,0.823181418,1.701300881,0.969254223,0.83537052,2.041329378,0.574702343,1.343545968,1.549333505,1.14161004,0.40307573,1.902084449,1.485359017,0.732153067,1.525157016,2.101386226,0.916924063,1.066902754,0.91405482,0.739914729,1.653830892,1.665784446,1.07381281,0.990506348,0.628674079,0.924709403,0.583746016,0.851334452,1.30343943,0.648757682,1.18601365,0.919049215,1.981365552,1.689571174,0.379456247,0.675587905,0.846012355,0.681515027,1.11660484,0.527147125,2.125476056,0.956329539,0.685484034,2.097268386,0.760439707,1.12857246,0.594606951,0.872287411,0.971116551,1.069714621,0.363183896,1.052767387,0.753787412,0.414566756,0.819674944,0.816112559,1.077654686,0.865782593,2.014358461,0.987131836,0.758851855,0.544720586,1.570474301
