ORM1,1.12109,0.912475,0.781877,0.714462,0.944522,0.830128,1,0.903258,0.987993,0.935116,1.10133,1,0.934734,0.870256,1.24263,0.849724,1.05228,0.467369,0.953119,0.872026,1.09172,0.966775,1.25579,0.798807,0.952607,0.817728,0.824289,0.503075,0.8581,0.965589,1.13482,0.835133,0.870826,1.05726,0.903607,1.02696,0.953532,0.935957,1.06659,1.18692,0.879164,1.57459,1.54474,0.94021,0.800588,1.0423
MGC34800,1.09785,0.901146,0.912492,0.841932,1,1.15402,1.12106,0.969858,0.821746,0.979728,1.20053,1.6911,0.846048,0.917923,1.01323,0.930526,1.04043,0.631402,1.0335,0.885131,1.08162,0.990963,1.24569,1.13604,1.05853,0.830466,0.95505,0.529336,1.04654,0.818756,0.951925,0.912884,0.837754,0.938532,1.06519,0.941035,0.987742,0.684022,1.09435,0.907609,0.92402,0.921348,1.11995,1.6213,0.993802,1.07888
C4BPA,1.06776,1.47805,0.968506,0.997693,1.36785,0.997542,1.30997,0.827752,1.05614,0.908173,0.954824,1.15565,0.921199,0.698358,1.2802,0.827888,0.996054,0.582447,1.22176,0.988975,1.06251,0.935578,0.833017,0.887165,0.908325,1.16193,0.761664,0.624901,0.943002,1.16549,1.18286,0.810712,1.0673,1.19111,0.930152,1.08874,1.14362,1.17755,0.984363,0.963086,0.71095,1.136,1.5072,1.08354,0.891672,0.955728
C6orf176,0.789298,0.819706,0.970328,0.706614,1,0.667752,0.46104,0.928856,1.05827,0.771508,1.02159,0.964343,0.615256,0.811956,0.951859,0.455637,0.896478,0.558653,0.803495,1.48033,1.07287,0.965835,0.999867,0.608215,0.544716,0.87824,0.760465,0.175152,0.588147,1.22392,0.842749,1.46076,0.589736,0.731958,0.939631,0.38974,1.09962,0.918622,0.789087,0.706632,0.765639,0.899651,0.655201,1.29214,0.661859,2.02455
ZNF512B,1.0168,1.0043,1.19099,1.2042,1.04217,0.787068,0.936819,1.13532,1.00222,0.982696,0.995804,1.2145,0.925394,1.17821,0.975075,0.897701,0.883529,1.68609,1.14026,0.850074,1.13337,0.940675,1.24101,0.960981,1.04251,0.851106,1.17621,1.20707,0.953034,1.14903,1.06924,0.957541,1.01471,1.00944,1.17103,0.843629,1.02799,1.02801,0.973264,1.06964,0.964002,0.979206,0.957066,1.00977,0.983245,1.17795
TRNP1,0.734896,0.922588,0.916157,0.876832,0.841764,1.00371,1.2906,1.31311,1.10377,1.15481,1.05726,0.890584,1.04963,1.00747,1.07945,0.914611,1.1748,1.42176,1.05905,0.625231,1.43422,0.776043,0.815012,0.869447,0.779785,0.764147,1.0339,1.04764,1.22217,0.90268,0.897756,0.84509,1.10954,1.15496,1.18393,0.87143,0.778123,0.989671,0.955457,0.975267,1.1453,1.19338,1.08705,0.749874,0.809231,0.819302
ZNF251,0.808155,1.03059,1.31841,1.25146,0.710759,0.820414,1.31546,1.06647,0.967117,1.02244,1.05427,0.997008,1.07679,0.864503,1.06661,1.22635,1.09567,1.79807,0.685541,0.990301,1.35796,1.04545,1.10569,1.02911,1.26537,0.820455,1.28788,1.29246,1.14281,1.15205,1.32625,0.887697,1.50087,1.11877,1.04473,1.27093,1.08228,0.823606,1.25996,0.69593,0.957361,1.0289,0.862195,0.878025,0.925571,1.30281
SELENBP1,0.705665,1.19493,0.567082,1.16471,1.47421,2.00947,1.02443,1.0534,0.684624,0.868507,0.571744,1.06757,1.11139,1.16822,1.42587,1.71473,1.10001,1.13881,3.31871,1.51714,0.910743,0.944623,1.2173,1.38597,1.68432,1.72594,1.06209,5.3675,1.04151,1.15348,1.41765,1.93182,1.45684,1.0232,0.691135,0.883132,1.22756,1.16814,1.99457,1.42564,1.06331,1.04445,0.90142,0.822054,1.1918,2.68757
TRAC,1.89405,0.932029,1.65157,1.02177,0.476039,0.986612,1.28231,1.26019,0.756187,1.02552,0.934723,1.23008,1.23518,1.2414,0.710167,1.52706,0.699071,0.779398,1.09105,1.1426,1.0966,1.30578,0.857715,1.40416,1.33319,1.06028,0.669815,1.05987,0.671581,0.629826,0.864082,0.732084,0.778177,0.707979,1.07245,1.07679,0.891148,0.934567,1.74013,0.802633,1.02169,0.748314,0.937485,0.812534,0.915723,1.19309
SYTL2,1.42251,1.1174,1.68036,0.789763,0.622535,0.814955,1.17245,0.847196,1.28032,0.713024,1.13155,0.746446,1.00102,0.929566,0.770394,0.802155,1.01656,1.00505,0.483971,1.59654,1.03792,0.998689,1.12107,0.860816,0.88122,0.903171,0.719388,0.841377,0.886663,0.818801,0.927465,0.630784,0.620411,0.661619,1.39563,1.43453,0.793128,1.10529,0.746269,1.05721,0.810666,0.956315,1.01033,1.11472,1.88654,0.87957
CABYR,1.35386,1.18774,1.29089,0.733455,1.2526,0.920436,0.681453,0.958444,1.2321,1.04663,0.838432,0.728853,0.745148,0.780564,0.978194,1.04348,1.02613,2.35621,0.70286,1.09655,0.866032,0.782165,0.743378,0.649163,0.767014,0.960527,0.835032,0.681721,1.07514,0.857302,1.03161,0.497475,0.826064,0.727525,1.19501,1.59956,0.761729,1.07579,0.745302,0.980408,1.13244,0.940395,0.888761,0.753539,1.36308,1.45244
PANK1,1.21238,0.980353,0.747489,1.17845,1.39533,1.24712,0.921727,0.991198,0.741405,0.941654,1.06719,0.830507,0.900703,0.799184,1.09773,1.25232,0.953335,1.74241,1.15341,0.741807,0.614191,1.03246,1.01132,1.1722,1.00324,1.09459,1.14761,1.76261,1.40814,0.984672,1.04769,1.92458,1.00129,1.22523,0.953553,1.12468,0.818893,1.08929,1.06951,0.750289,0.960815,1.03519,0.818154,0.93181,1.13474,0.637294
LOC100129961,0.725068,1.3881,0.725752,1.07884,1,1.38775,0.863901,0.813629,1.03768,0.992172,0.547926,1.25268,0.700774,1.24363,0.627198,0.573634,1.19081,0.931843,1.20938,1.43122,1.15146,1.09903,0.924205,0.956146,1.07719,0.832973,1.08848,0.614222,1.10965,1.20751,1.02718,0.860891,1.46471,0.654582,0.73227,1.47451,0.926786,0.821137,1.32405,1.62064,0.742037,1.31157,1.25842,0.862125,0.909961,0.854205
TNFSF4,0.670151,1.17143,0.969778,0.990072,1,0.845979,1.52644,0.769113,0.814748,0.933424,0.907351,1.11632,0.852333,1.03708,0.584739,1.41687,0.783737,3.23706,1.08288,1.10744,0.533468,1.80824,1.60003,0.883814,1.52855,1.42032,0.977782,1.16169,0.880308,1.28983,0.885854,1.28326,0.861489,0.795143,1.12191,0.852509,1.08026,1.28352,1.07825,0.652078,1.07878,0.954514,0.860717,1.17769,1.53153,1.75592
PGCP,1.0594,1.07894,1.2344,1.00308,0.933799,1.38065,1.25322,1.06715,1.07959,0.613478,0.658588,0.793119,1.50517,0.80959,1.23664,1.11933,0.998165,0.780538,1.20223,1.64726,0.791362,0.808387,1.13635,1.0522,1.19005,0.753853,0.677939,0.902872,0.97524,1.1376,1.18303,0.545266,0.856244,0.87953,0.959427,1.04098,1.32547,1.03757,0.681549,0.68121,0.821854,0.857754,1.09585,0.813471,1.03216,1.15962
THOP1,0.729943,1.1402,0.542971,0.541837,0.850704,0.945684,1.1116,1.07991,0.991497,0.868341,0.664174,1.4205,0.996344,0.912995,1.03195,0.774127,1.24623,0.518372,0.97214,1.18931,2.27505,0.793789,0.997315,0.757272,0.637901,0.700969,1.1623,0.600846,1.00497,1.09701,1.13097,0.516743,0.943944,0.668073,0.916932,0.881729,0.893711,0.827157,1.03234,1.98356,1.06363,0.795229,0.810161,0.758066,0.752757,1.51235
ZNF85,0.738747,1.22634,1.2057,0.960038,0.964314,0.855332,0.90724,0.780763,1.23537,1.28396,1.6379,0.990553,1.0699,0.947395,0.87934,1.15021,0.859656,1.40074,0.897665,1.69845,0.961146,1.65206,1.04486,0.967254,1.0497,1.31315,0.943016,0.907025,1.06284,0.93554,0.977577,1.02319,1.50002,1.04582,1.01572,1.06757,1.00732,0.917439,1.00927,0.901927,1.08258,1.10067,1.01308,1.05117,0.67024,1.04229
PILRB,0.895393,1.14034,1.03083,0.786831,0.721582,1.17584,1.08992,0.994195,1.05498,0.902205,0.848356,0.948995,0.999445,0.997444,1.0791,0.926844,1.09028,1.21922,0.981326,1.1665,1.55592,0.803309,0.885876,0.916504,0.953434,0.905607,1.02129,1.56579,1.24003,1.0862,1.53553,0.912144,1.00299,0.810622,0.956169,1.07185,1.14889,0.958617,1.2641,1.13484,0.90258,0.954173,0.950787,1.03554,0.844456,1.86422
ARSF,0.950919,1.49632,0.821762,0.917499,1,1.13076,1.15238,0.870703,0.989329,1.01003,1.0637,1.0226,1.00074,0.922546,0.997018,1.21648,0.793963,1.13787,1.27402,0.910246,0.988685,0.939994,1.08697,0.876869,1.4498,0.772891,0.814471,0.44834,0.867611,1.22891,1.08767,0.71435,0.943009,0.78992,1.06032,0.961535,1.18827,0.799177,1.3616,1.0079,0.780128,0.930543,0.939148,0.864286,0.680026,0.836442
PDGFC,1.30324,0.802534,1.02016,0.851591,1.16557,0.951987,0.982346,1.02833,0.819529,1.23199,1.52367,0.814833,1.12268,1.22737,0.753843,0.97396,0.791364,1.14023,1.0868,0.955269,0.61263,1.36708,1.01828,0.8614,0.996952,1.11548,0.876019,0.908934,0.732051,0.956438,1.05782,1.39472,0.96439,1.12255,1.08854,1.03241,1.08642,1.03848,0.930739,0.844157,0.626294,1.03716,1.30435,1.25388,1.29758,0.517244
CFB,0.775151,1.25807,0.744328,1.0065,0.968387,1.01377,0.998544,0.935413,0.925443,0.9836,0.799387,1.34928,1.0171,0.948384,1.25104,1.17254,0.908915,0.424736,1.29695,0.642621,1.38669,1.00127,1.04421,0.865601,0.949589,0.920692,0.896636,0.680956,1.03192,0.967018,1.14021,1.03493,1.10453,0.785966,0.947861,0.89873,0.888721,0.977333,1.15501,1.22367,0.998012,0.855128,1.10034,1.20985,0.981126,0.96635
ATP6AP1L,0.775469,1.04466,0.895475,0.549504,1.64964,1.01293,1.63675,1.19086,1.43376,0.738337,0.656124,0.702252,1.15539,0.620904,0.772136,0.889057,1.29578,1.63047,1.1144,0.893046,0.911714,0.878123,0.624385,0.630539,0.977125,1.12599,1.25716,0.778694,1.10265,0.843965,1.43933,0.964845,1.41452,1.27542,1.3596,0.773237,0.961402,1.43239,1.18724,1.15267,1.05988,1.02652,0.94265,0.895369,0.754135,1.08641
ALG10B,0.963923,1.08532,0.99091,1.50823,1.29525,1.05804,0.606217,1.10801,1.05803,1.2523,0.895845,0.923466,0.967765,0.995258,0.98645,1.3138,0.84851,1.96022,1.19384,1.22826,0.7961,1.39308,0.967504,1.1209,1.27966,1.42129,1.06838,1.71358,0.836634,1.11614,0.859871,1.54704,1.18986,1.19556,0.894459,1.09832,1.06958,0.996701,1.21381,0.711716,0.906438,0.968282,1.09929,1.12336,0.983096,0.761391
WIT1,1.21355,1.21127,0.90092,1.15946,0.865481,0.858695,1.13641,0.737864,1.09438,1.20528,1.48551,1.03603,0.732501,1.00143,0.824538,0.745692,1.29108,0.662222,0.960323,0.811995,1.04697,1.18896,0.928456,0.995182,0.933219,0.614742,1.03793,0.830135,0.768431,1.02272,0.88177,1.29226,1.36526,0.646628,1.0853,1.57134,1.10193,0.82462,0.6326,1.48206,0.857762,0.840096,0.859428,1.13844,0.966937,1.96748
PTGDR,0.839082,1.0081,1.31993,1.95626,1.32604,1.32105,0.713049,1.80709,1.00241,1.20869,1.25305,1.63084,1.21196,1.25569,1.19615,1.48475,1.19633,1.23753,1.02291,1.35612,1.0933,1.49017,0.832732,0.828916,1.38955,1.14216,1.3702,1.24823,1.04092,0.894044,1.28121,1.22795,1.48354,1.25014,0.996316,1.31857,1.0759,1.01741,1.96867,0.649983,0.859251,1.0752,1.41323,0.988253,1.06071,1.27041
TFAP2D,1.32202,0.915917,1.24508,0.97177,1.20137,1.0786,1.24675,0.951596,1.11172,1.29406,0.930074,0.853756,0.774701,0.903161,1.15009,0.952019,0.917589,0.577833,0.89687,0.895986,1.10838,0.873487,1.08067,0.881023,0.947416,1.06371,0.93451,0.718104,0.959683,0.689958,1.1148,0.933806,0.936113,1.05622,1.0628,0.975186,1.0025,0.965993,0.967734,1.00233,1.00103,1.15473,0.82431,1.03912,1.00426,0.747294
DACT1,1.35444,0.93244,0.773746,0.965692,0.56521,0.849877,0.672289,1.26555,1.13822,0.602102,1.60185,0.611065,1.96249,0.63508,0.658225,0.90573,0.991735,0.984943,0.572851,1.63852,0.61257,1.30397,0.988448,0.83875,1.38799,0.709131,0.824419,0.883567,0.819149,0.645706,0.745037,0.848124,0.452462,0.78649,0.739256,0.668347,1.11883,1.14023,0.393059,0.555236,0.90574,0.880029,0.947468,1.18463,1.76744,0.591776
MLKL,1.53074,1.13683,1.09619,1.12955,1.46115,0.969109,1.02596,0.685081,1.62951,0.974788,1.1046,1.14902,0.865866,0.94077,0.97943,0.84833,1.10621,0.576872,0.818119,1.09591,1.25034,1.33591,0.882062,1.02968,0.945881,1.06915,0.808756,0.904768,1.05492,0.870086,0.801646,0.974798,0.928204,0.646195,0.94887,1.14674,1.40982,0.898135,0.952569,0.869748,1.01162,0.815899,0.990413,1.2636,0.909806,1.30796
C7orf10,1.09418,1.03615,0.778749,1.69524,1,1.31439,0.914383,1.05519,1.01478,0.954953,0.667901,1.33724,1.79099,1.14564,1.28322,0.91024,0.908371,1.46152,1.38142,1.16407,1.25871,0.861335,1.27303,1.14471,1.10164,1.1946,1.06831,0.894376,1.08544,1.23714,1.71881,1.23497,1.41044,0.706058,1.09212,1.08934,1.89327,1.19012,0.939694,1.54386,0.921097,0.914046,0.956984,0.994002,0.866546,2.12327
NELF,0.972674,1.09653,0.736536,0.693652,0.796983,1.08256,0.878209,1.0397,0.879082,1.04578,0.843175,1.0484,1.01078,0.87731,0.99351,1.08795,1.13262,0.884667,0.931339,1.27937,1.49307,0.907047,0.936306,1.04147,1.00802,0.769259,1.02664,0.779065,1.00318,0.989287,1.15807,0.74378,0.858894,0.85359,0.854047,0.746895,1.08076,1.0822,0.998586,1.57716,0.887582,0.914637,0.971649,1.09137,0.955687,1.27237
LOC100133686,0.972076,1.14586,0.648807,1.12353,1,1.09878,0.779175,1.01902,1.00614,0.772609,0.873105,0.889628,0.912232,1.1679,0.812918,1.42276,0.786579,1.45335,2.451,1.25107,0.648089,1.09359,1.09286,1.46205,1.09419,0.909832,0.89773,0.961915,1.16706,1.49601,1.16914,1.79876,1.37325,0.882457,1.0949,1.7126,1.05859,1.43177,1.1934,0.929178,0.753144,0.729593,0.75966,1.06485,1.12683,1.57921
C9orf64,0.905885,1.04865,0.97605,1.30555,1.09869,1.01031,1.02291,0.99056,0.914521,1.04562,1.15288,0.930777,1.15203,1.0589,1.03115,1.22041,0.810417,0.875475,1.0562,0.981957,0.772939,1.01801,1.04637,1.08063,1.0977,1.03126,1.08624,1.40906,0.85164,1.00672,0.94835,1.06629,1.10138,1.14826,0.942557,0.756989,1.05282,0.994471,1.00395,0.829425,0.872749,1.10302,1.11003,1.11632,1.09143,0.776713
CYP4F12,0.913104,1.05242,1.18923,0.747341,1.18383,1.53425,0.849309,0.809448,0.905781,0.976328,0.998932,0.954508,1.08597,0.959426,1.01977,1.07656,1.24011,0.690154,1.02055,1.44517,1.26377,0.93651,1.15189,1.27661,1.39708,1.30026,1.48198,1.10995,1.03732,1.23247,1.63384,0.943543,1.41643,0.725002,0.975843,0.746844,1.01969,0.978151,1.21992,1.47881,1.50003,1.48516,0.976378,1.0705,0.587954,2.0449
FAM119A,1.2457,1.01031,1.22512,1.3155,1.22574,1.35163,1.31785,1.10811,1.09765,1.1934,1.21104,1.23714,0.893637,1.30333,1.27251,0.997302,0.915999,2.77092,1.40486,1.08287,0.488169,1.56609,0.948659,1.62102,1.10388,1.18186,1.18363,1.36079,0.968864,1.07911,1.2766,1.12652,1.11419,0.893702,0.951164,1.25088,1.06088,1.11057,1.24397,0.901383,1.39904,0.782044,1.05775,0.716853,0.991754,1.24644
CPZ,1.12321,1.02121,1.12356,0.411546,0.932586,1.17719,1.15046,0.766781,1.34668,1.1203,0.843433,1.06777,0.893734,0.831209,1.23013,0.90927,1.25024,0.437739,0.80497,2.19742,1.54359,0.948421,1.04469,0.799117,1.18543,0.746011,1.16421,1.13335,1.39675,0.903545,0.973529,0.800833,0.916318,0.752925,1.04812,0.981663,1.64498,1.17272,0.619752,1.35009,1.06943,0.605812,1.15219,1.05542,1.28826,1.04783
LEPREL2,0.6833,0.790432,1.09541,0.687977,0.830362,0.907676,0.953109,1.05156,0.903547,1.00532,0.674057,1.17554,1.44649,1.12917,0.861978,0.637295,1.06479,0.599107,0.70384,1.24429,1.67535,0.476059,0.736655,0.776396,0.662181,0.598893,1.222,0.485341,1.44455,0.700146,1.48722,0.644602,0.672439,0.759976,0.925051,0.81006,0.957205,0.8866,0.749634,2.16157,1.22456,0.886249,0.956974,0.962801,1.02841,1.11333
PPM1L,0.842789,0.968315,0.715784,1.54285,0.636253,1.0867,1.97254,0.955226,1.11792,0.973997,1.08041,1.00799,0.776983,1.10556,1.65084,0.808204,1.27131,1.59141,1.22318,0.895992,0.989421,0.835701,1.14916,1.00962,0.803563,0.729795,0.821532,0.961938,0.795191,1.17038,1.43546,0.905361,1.16909,0.757347,1.05373,0.927985,1.07954,0.965563,0.877351,1.01129,0.89427,0.886004,0.844197,0.787056,1.17909,1.59695
FGL1,1.07738,1.22608,0.818622,1.01867,1,0.940238,0.965469,0.884382,0.925675,1.03571,0.847633,1.14654,1.14136,1,1.10429,0.930622,0.99953,0.675582,0.830488,0.980671,1.22921,0.998421,0.892958,1.0548,0.898389,1.262,0.973536,0.780495,1.23537,1.07003,1.03159,0.944207,0.793505,1.16523,0.920794,1.03952,1.30737,0.86504,1.08488,0.974471,0.956016,1.00766,0.922832,1.04191,0.944906,0.869116
ZYG11A,1.23925,1.32961,1.04293,1.22018,1.82792,0.845907,0.935914,0.614493,1.17508,1.49456,0.845595,0.855769,0.862811,0.942407,0.729997,0.583611,1.05532,0.725624,0.904444,0.581053,1.65674,1.08173,1.00667,0.917285,0.633587,0.71647,0.925512,0.638612,0.711856,0.779769,0.768904,1.03351,0.729585,1.00006,1.11414,0.731467,1.11932,0.902162,0.610304,0.751707,0.867582,1.08504,0.885569,0.700182,0.937594,1.55994
HOOK2,0.862605,0.876313,1.40466,1.11967,1,0.943998,0.974964,0.897549,1.01228,1.02971,1.10181,0.850394,0.903187,1.0482,0.887902,0.573821,1.10351,1.08862,0.824526,1.10782,1.70064,0.678209,0.689894,0.924104,0.70986,0.811774,1.00861,0.657996,0.965508,0.991497,1.04379,0.610197,0.70623,0.863091,1.07195,0.596914,0.869027,0.873476,0.888248,1.52154,1.19541,0.872216,1.19258,1.22513,0.812572,1.24137
UBQLNL,1.0375,0.920868,0.695896,1.03617,0.659687,1.0913,1.06642,1.21148,1.66546,0.923318,0.868216,0.821806,1.3689,1.03025,1.04807,0.898326,0.859885,1.99698,1.11115,1.3687,0.970495,0.841657,1.08853,0.391254,0.881424,0.953288,0.851466,0.531007,0.929684,1.05482,0.903625,0.888425,0.98089,0.609415,1.02096,0.966375,1.83905,1.09373,0.945381,0.968899,1.01152,1.14339,0.687537,0.583537,1.16534,1.89149
TMTC3,1.08465,1.40649,0.723598,1.13958,0.777434,0.565137,0.782325,1.19298,1.07987,0.986132,1.17681,1.04638,0.914732,0.99907,0.983388,1.06926,0.884186,1.7048,0.762272,1.2666,0.851051,1.00731,1.05944,0.976495,0.904561,1.06791,0.931986,1.06409,0.869119,0.852926,0.807933,1.18505,0.895176,1.03586,0.910438,1.07596,1.01614,1.0304,0.649094,0.903981,0.986706,0.971817,1.00914,1.02309,1.16119,0.59489
S100A4,1.09912,1.3342,1.05665,0.741758,0.768895,1.64105,0.999622,1.06827,1.30297,0.780669,0.7251,1.01442,1.98083,0.95224,1.11963,1.35375,1.28552,0.660594,1.09696,1.36836,1.03688,0.683417,1.28856,1.11032,0.969118,1.15104,0.701019,0.952133,1.14149,1.02689,1.34095,0.829779,0.620466,0.743597,1.0502,1.08767,1.38513,1.03522,0.681209,1.09716,0.874143,0.940037,1.06791,0.787449,1.38601,1.24974
ALLC,1.30141,1.52221,0.8223,0.704055,1.12283,0.559969,1.62586,0.956516,1.0268,0.37091,1.47062,1.43581,0.855891,0.699213,0.838461,1.15544,1.08888,1.08657,0.810825,1.22238,1.00025,0.931257,0.983947,0.767142,0.53705,0.666566,1.02303,0.713965,1.02075,0.901901,1.32252,1.08007,0.597391,0.431031,0.888878,0.874731,1.38556,1.29104,1.40855,1.13912,1.11776,0.826389,1.916,0.767827,0.785525,0.840852
CCNT1,0.854915,1.07588,0.961324,1.08365,0.590524,0.64987,1.45987,0.756241,0.964427,1.16851,0.949771,0.821867,1.22805,0.897923,1.13686,0.651591,0.82373,0.507607,0.462325,0.886714,1.59932,0.619986,0.902715,0.82133,0.842667,0.82441,1.03461,0.893302,1.15199,1.25042,1.47853,1.00407,0.85107,0.977317,0.874511,1.67998,1.0039,1.03811,1.44731,1.82589,1.01016,1.25399,1.05441,1.09538,0.865929,0.409161
ZNF671,0.87403,1.13094,0.892367,1.01867,1.13223,1.1841,1.14446,1.08226,1.01045,0.955393,1.09311,1.23575,1.09472,1.07488,1.22109,1.08508,1.09671,1.99382,1.1916,1.13023,0.964368,0.905897,0.981619,1.00903,1.19791,1.25543,0.900755,1.92019,0.857282,1.05547,1.15649,1.07966,1.11078,0.963505,1.0605,1.14195,1.08863,1.08129,1.02088,0.936526,1.09581,1.06216,1.04353,0.963509,0.820047,1.1713
FBXL15,1.02701,0.981566,0.99975,0.739022,0.801082,1.09767,1.07199,0.890878,1.38717,0.870615,1.15964,0.933297,1.1282,1.09258,0.944475,0.804914,1.45063,1.03015,1.11806,1.24043,1.37605,0.79886,1.12047,1.145,0.843024,0.726879,0.889859,0.626192,1.18045,1.18139,1.11543,0.763108,1.10427,0.844396,0.894775,0.651719,1.30714,1.01449,1.09596,1.65531,1.33644,0.887066,0.940239,0.903547,0.819557,1.96768
HSD17B14,0.920912,0.868834,1.32856,0.640586,0.566852,0.850798,0.993185,0.894383,1.22315,0.889203,1.12433,0.944755,0.890236,0.894415,0.71846,0.98079,1.00962,0.822869,0.682708,0.923642,1.62412,0.832146,0.783175,0.668347,0.761441,0.573933,1.1027,0.541958,0.925971,0.777969,1.41616,0.53336,0.913508,0.774503,1.09898,0.855773,0.890454,0.858981,0.623776,1.31717,1.01509,0.726434,0.955271,0.892967,0.878859,1.33314
UPF2,0.842924,1.15424,1.18227,1.51842,1,0.95513,1.25007,0.989137,0.996641,0.907017,1.12868,0.92667,1.04502,1.00036,0.961534,0.941116,1.11324,1.36353,1.10749,1.07624,0.899735,0.979503,0.998959,1.01563,1.06489,1.84795,1.028,2.58107,1.07715,1.02907,0.912267,1.06627,0.962282,1.10866,0.954052,0.7634,0.949446,0.969628,1.34964,1.21381,0.957811,1.22468,1.21345,1.03062,1.02272,1.13911
TWIST1,1.29336,1.41017,1.95041,0.914257,0.706762,0.935672,0.8919,0.913169,1.16516,0.739224,1.5707,1.03954,1.41532,0.897382,1.02706,1.27061,1.05483,0.951422,0.885179,1.38243,0.494287,1.07621,1.34097,1.12754,1.24756,1.1089,0.783701,1.04573,0.770614,0.907365,0.916539,0.88095,0.607659,0.861976,1.0036,0.616021,0.865005,1.21468,0.914084,0.809353,0.89389,0.928864,1.34124,1.10272,1.18874,1.5568
